item_id,local_language_id,name
359,9,TM55
360,1,わざマシン５６
360,5,CT56
360,6,TM56
360,7,MT56
360,8,MT56
360,9,TM56
361,1,わざマシン５７
361,5,CT57
361,6,TM57
361,7,MT57
361,8,MT57
361,9,TM57
362,1,わざマシン５８
362,5,CT58
362,6,TM58
362,7,MT58
362,8,MT58
362,9,TM58
363,1,わざマシン５９
363,5,CT59
363,6,TM59
363,7,MT59
363,8,MT59
363,9,TM59
364,1,わざマシン６０
364,5,CT60
364,6,TM60
364,7,MT60
364,8,MT60
364,9,TM60
365,1,わざマシン６１
365,5,CT61
365,6,TM61
365,7,MT61
365,8,MT61
365,9,TM61
366,1,わざマシン６２
366,5,CT62
366,6,TM62
366,7,MT62
366,8,MT62
366,9,TM62
367,1,わざマシン６３
367,5,CT63
367,6,TM63
367,7,MT63
367,8,MT63
367,9,TM63
368,1,わざマシン６４
368,5,CT64
368,6,TM64
368,7,MT64
368,8,MT64
368,9,TM64
369,1,わざマシン６５
369,5,CT65
369,6,TM65
369,7,MT65
369,8,MT65
369,9,TM65
370,1,わざマシン６６
370,5,CT66
370,6,TM66
370,7,MT66
370,8,MT66
370,9,TM66
371,1,わざマシン６７
371,5,CT67
371,6,TM67
371,7,MT67
371,8,MT67
371,9,TM67
372,1,わざマシン６８
372,5,CT68
372,6,TM68
372,7,MT68
372,8,MT68
372,9,TM68
373,1,わざマシン６９
373,5,CT69
373,6,TM69
373,7,MT69
373,8,MT69
373,9,TM69
374,1,わざマシン７０
374,5,CT70
374,6,TM70
374,7,MT70
374,8,MT70
374,9,TM70
375,1,わざマシン７１
375,5,CT71
375,6,TM71
375,7,MT71
375,8,MT71
375,9,TM71
376,1,わざマシン７２
376,5,CT72
376,6,TM72
376,7,MT72
376,8,MT72
376,9,TM72
377,1,わざマシン７３
377,5,CT73
377,6,TM73
377,7,MT73
377,8,MT73
377,9,TM73
378,1,わざマシン７４
378,5,CT74
378,6,TM74
378,7,MT74
378,8,MT74
378,9,TM74
379,1,わざマシン７５
379,5,CT75
379,6,TM75
379,7,MT75
379,8,MT75
379,9,TM75
380,1,わざマシン７６
380,5,CT76
380,6,TM76
380,7,MT76
380,8,MT76
380,9,TM76
381,1,わざマシン７７
381,5,CT77
381,6,TM77
381,7,MT77
381,8,MT77
381,9,TM77
382,1,わざマシン７８
382,5,CT78
382,6,TM78
382,7,MT78
382,8,MT78
382,9,TM78
383,1,わざマシン７９
383,5,CT79
383,6,TM79
383,7,MT79
383,8,MT79
383,9,TM79
384,1,わざマシン８０
384,5,CT80
384,6,TM80
384,7,MT80
384,8,MT80
384,9,TM80
385,1,わざマシン８１
385,5,CT81
385,6,TM81
385,7,MT81
385,8,MT81
385,9,TM81
386,1,わざマシン８２
386,5,CT82
386,6,TM82
386,7,MT82
386,8,MT82
386,9,TM82
387,1,わざマシン８３
387,5,CT83
387,6,TM83
387,7,MT83
387,8,MT83
387,9,TM83
388,1,わざマシン８４
388,5,CT84
388,6,TM84
388,7,MT84
388,8,MT84
388,9,TM84
389,1,わざマシン８５
389,5,CT85
389,6,TM85
389,7,MT85
389,8,MT85
389,9,TM85
390,1,わざマシン８６
390,5,CT86
390,6,TM86
390,7,MT86
390,8,MT86
390,9,TM86
391,1,わざマシン８７
391,5,CT87
391,6,TM87
391,7,MT87
391,8,MT87
391,9,TM87
392,1,わざマシン８８
392,5,CT88
392,6,TM88
392,7,MT88
392,8,MT88
392,9,TM88
393,1,わざマシン８９
393,5,CT89
393,6,TM89
393,7,MT89
393,8,MT89
393,9,TM89
394,1,わざマシン９０
394,5,CT90
394,6,TM90
394,7,MT90
394,8,MT90
394,9,TM90
395,1,わざマシン９１
395,5,CT91
395,6,TM91
395,7,MT91
395,8,MT91
395,9,TM91
396,1,わざマシン９２
396,5,CT92
396,6,TM92
396,7,MT92
396,8,MT92
396,9,TM92
397,1,ひでんマシン０１
397,5,CS01
397,6,VM01
397,7,MO01
397,8,MN01
397,9,HM01
398,1,ひでんマシン０２
398,5,CS02
398,6,VM02
398,7,MO02
398,8,MN02
398,9,HM02
399,1,ひでんマシン０３
399,5,CS03
399,6,VM03
399,7,MO03
399,8,MN03
399,9,HM03
400,1,ひでんマシン０４
400,5,CS04
400,6,VM04
400,7,MO04
400,8,MN04
400,9,HM04
401,1,ひでんマシン０５
401,5,CS05
401,6,VM05
401,7,MO05
401,8,MN05
401,9,HM05
402,1,ひでんマシン０６
402,5,CS06
402,6,VM06
402,7,MO06
402,8,MN06
402,9,HM06
403,1,ひでんマシン０７
403,5,CS07
403,6,VM07
403,7,MO07
403,8,MN07
403,9,HM07
404,1,ひでんマシン０８
404,5,CS08
404,6,VM08
404,7,MO08
404,8,MN08
404,9,HM08
405,1,たんけんセット
405,5,Explorakit
405,6,Forschersack
405,7,Kit Explor.
405,8,Esplorokit
405,9,Explorer Kit
406,1,たからぶくろ
406,5,Sac Butin
406,6,Beutesack
406,7,Saca Botín
406,8,Bottinosacca
406,9,Loot Sack
407,1,ルールブック
407,5,Livre Règles
407,6,Regelbuch
407,7,Reglamento
407,8,Libro Regole
407,9,Rule Book
408,1,ポケトレ
408,5,Poké Radar
408,6,Pokéradar
408,7,Pokéradar
408,8,Poké Radar
408,9,Poké Radar
409,1,ポイントカード
409,5,Carte Points
409,6,Punktekarte
409,7,Tarj. Puntos
409,8,Scheda Punti
409,9,Point Card
410,1,ぼうけんノート
410,5,Journal
410,6,Tagebuch
410,7,Diario
410,8,Agenda
410,9,Journal
411,1,シールいれ
411,5,Boîte Sceaux
411,6,Stick.Koffer
411,7,Caja Sellos
411,8,Portabolli
411,9,Seal Case
412,1,アクセサリーいれ
412,5,Coffret Mode
412,6,Modekoffer
412,7,Caja Corazón
412,8,Scatola Chic
412,9,Fashion Case
413,1,シールぶくろ
413,5,Sac Sceaux
413,6,Stickertüte
413,7,Bolsa Sellos
413,8,Bollosacca
413,9,Seal Bag
414,1,ともだちてちょう
414,5,Registre Ami
414,6,Adressbuch
414,7,Bloc amigos
414,8,Blocco Amici
414,9,Pal Pad
415,1,はつでんしょキー
415,5,Clé Centrale
415,6,K-Schlüssel
415,7,Ll. Central
415,8,Turbinchiave
415,9,Works Key
416,1,こだいのおまもり
416,5,Vieux Grigri
416,6,Talisman
416,7,Talismán
416,8,Arcamuleto
416,9,Old Charm
417,1,ギンガだんのカギ
417,5,Clé Galaxie
417,6,G-Schlüssel
417,7,Ll. Galaxia
417,8,Galachiave
417,9,Galactic Key
418,1,あかいくさり
418,5,Chaîne Rouge
418,6,Rote Kette
418,7,Cadena Roja
418,8,Rossocatena
418,9,Red Chain
419,1,タウンマップ
419,5,Carte
419,6,Karte
419,7,Mapa
419,8,Mappa Città
419,9,Town Map
420,1,バトルサーチャー
420,5,Cherche VS
420,6,Kampffahnder
420,7,Buscapelea
420,8,Cercasfide
420,9,Vs. Seeker
421,1,コインケース
421,5,Boîte Jetons
421,6,Münzkorb
421,7,Monedero
421,8,Salvadanaio
421,9,Coin Case
422,1,ボロのつりざお
422,5,Canne
422,6,Angel
422,7,Caña Vieja
422,8,Amo Vecchio
422,9,Old Rod
423,1,いいつりざお
423,5,Super Canne
423,6,Profiangel
423,7,Caña Buena
423,8,Amo Buono
423,9,Good Rod
424,1,すごいつりざお
424,5,Méga Canne
424,6,Superangel
424,7,Supercaña
424,8,Super Amo
424,9,Super Rod
425,1,コダックじょうろ
425,5,Kwakarrosoir
425,6,Entonkanne
425,7,Psydugadera
425,8,Sprayduck
425,9,Sprayduck
426,1,ポフィンケース
426,5,Boîte Poffin
426,6,Knurspbox
426,7,Pokochera
426,8,Portapoffin
426,9,Poffin Case
427,1,じてんしゃ
427,5,Bicyclette
427,6,Fahrrad
427,7,Bici
427,8,Bicicletta
427,9,Bicycle
428,1,ルームキー
428,5,Clé Chambre
428,6,B-Schlüssel
428,7,Llave Suite
428,8,Chiave Suite
428,9,Suite Key
429,1,オーキドのてがみ
429,5,Lettre Chen
429,6,Eichs Brief
429,7,Carta Pr Oak
429,8,Lettera Oak
429,9,Oak's Letter
430,1,みかづきのはね
430,5,Lun'Aile
430,6,Lunarfeder
430,7,Pluma Lunar
430,8,Alalunare
430,9,Lunar Wing
431,1,メンバーズカード
431,5,Carte Membre
431,6,Mitgl.Karte
431,7,Carné Socio
431,8,Scheda Soci
431,9,Member Card
432,1,てんかいのふえ
432,5,Flûte Azur
432,6,Azurflöte
432,7,Flauta Azur
432,8,Flauto Cielo
432,9,Azure Flute
433,1,ふねのチケット
433,5,Passe Bateau
433,6,Bootsticket
433,7,Ticket Barco
433,8,Bigl. Nave
433,9,S.S. Ticket
434,1,コンテストパス
434,5,Passeconcour
434,6,Wettb.-Karte
434,7,Pase Concur.
434,8,Tessera Gare
434,9,Contest Pass
435,1,かざんのおきいし
435,5,Pierre Magma
435,6,Magmastein
435,7,Piedra Magma
435,8,Magmapietra
435,9,Magma Stone
436,1,おとどけもの
436,5,Colis
436,6,Paket
436,7,Paquete
436,8,Pacco
436,9,Parcel
437,1,ひきかえけん１
437,5,Bon 1
437,6,Kupon 1
437,7,Cupón 1
437,8,Coupon 1
437,9,Coupon 1
438,1,ひきかえけん２
438,5,Bon 2
438,6,Kupon 2
438,7,Cupón 2
438,8,Coupon 2
438,9,Coupon 2
439,1,ひきかえけん３
439,5,Bon 3
439,6,Kupon 3
439,7,Cupón 3
439,8,Coupon 3
439,9,Coupon 3
440,1,そうこのカギ
440,5,Clé Stockage
440,6,L-Schlüssel
440,7,Ll. Almacén
440,8,Depochiave
440,9,Storage Key
441,1,ひでんのくすり
441,5,Potionsecret
441,6,Geheimtrank
441,7,Poc. Secreta
441,8,Poz. Segreta
441,9,SecretPotion
442,1,はっきんだま
442,5,Orbe Platiné
442,6,Platinum-Orb
442,7,Griseosfera
442,8,Grigiosfera
442,9,Griseous Orb
443,1,バトルレコーダー
443,5,Magnéto VS
443,6,Kampfkamera
443,7,Cámara Lucha
443,8,Registradati
443,9,Vs. Recorder
444,1,グラシデアのはな
444,5,Gracidée
444,6,Gracidea
444,7,Gracídea
444,8,Gracidea
444,9,Gracidea
445,1,ひみつのカギ
445,5,Clé Secrète
445,6,?-Öffner
445,7,Ll. Secreta
445,8,Chiave Segr.
445,9,Secret Key
446,1,ぼんぐりケース
446,5,Bte Noigrume
446,6,Aprikokobox
446,7,Caja Bonguri
446,8,Ghicobox
446,9,Apricorn Box
447,1,きのみプランター
447,5,Plante-Baies
447,6,Pflanzset
447,7,Plantabayas
447,8,Piantabacche
447,9,Berry Pots
448,1,ゼニガメじょうろ
448,5,Carapuce à O
448,6,Schiggykanne
448,7,Regadera
448,8,Annaffiatoio
448,9,SquirtBottle
449,1,ルアーボール
449,5,Appât Ball
449,6,Köderball
449,7,Cebo Ball
449,8,Esca Ball
449,9,Lure Ball
450,1,レベルボール
450,5,Niveau Ball
450,6,Levelball
450,7,Nivel Ball
450,8,Level Ball
450,9,Level Ball
451,1,ムーンボール
451,5,Lune Ball
451,6,Mondball
451,7,Luna Ball
451,8,Luna Ball
451,9,Moon Ball
452,1,ヘビーボール
452,5,Masse Ball
452,6,Schwerball
452,7,Peso Ball
452,8,Peso Ball
452,9,Heavy Ball
453,1,スピードボール
453,5,Speed Ball
453,6,Turboball
453,7,Rapid Ball
453,8,Rapid Ball
453,9,Fast Ball
454,1,フレンドボール
454,5,Copain Ball
454,6,Freundesball
454,7,Amigo Ball
454,8,Friend Ball
454,9,Friend Ball
455,1,ラブラブボール
455,5,Love Ball
455,6,Sympaball
455,7,Amor Ball
455,8,Love Ball
455,9,Love Ball
456,1,パークボール
456,5,Parc Ball
456,6,Parkball
456,7,Parque Ball
456,8,Parco Ball
456,9,Park Ball
457,1,コンペボール
457,5,Compét'Ball
457,6,Turnierball
457,7,Competi Ball
457,8,Gara Ball
457,9,Sport Ball
458,1,あかぼんぐり
458,5,Noigrume Rge
458,6,Aprikoko Rot
458,7,Bonguri Roj
458,8,Ghic. Rossa
458,9,Red Apricorn
459,1,あおぼんぐり
459,5,Noigrume Blu
459,6,Aprikoko Blu
459,7,Bonguri Azu
459,8,Ghic. Blu
459,9,Blu Apricorn
460,1,きぼんぐり
460,5,Noigrume Jne
460,6,Aprikoko Glb
460,7,Bonguri Ama
460,8,Ghic. Gialla
460,9,Ylw Apricorn
461,1,みどぼんぐり
461,5,Noigrume Ver
461,6,Aprikoko Grn
461,7,Bonguri Ver
461,8,Ghic. Verde
461,9,Grn Apricorn
462,1,ももぼんぐり
462,5,Noigrume Ros
462,6,Aprikoko Pnk
462,7,Bonguri Ros
462,8,Ghic. Rosa
462,9,Pnk Apricorn
463,1,しろぼんぐり
463,5,Noigrume Blc
463,6,Aprikoko Wss
463,7,Bonguri Bla
463,8,Ghic. Bianca
463,9,Wht Apricorn
464,1,くろぼんぐり
464,5,Noigrume Noi
464,6,Aprikoko Swz
464,7,Bonguri Neg
464,8,Ghic. Nera
464,9,Blk Apricorn
465,1,ダウジングマシン
465,5,Cherch'Objet
465,6,Itemradar
465,7,Zahorí
465,8,Ricerca Str.
465,9,Dowsing Machine
466,1,いかりまんじゅう
466,5,Bonbon Rage
466,6,Wutkeks
466,7,Caram. Furia
466,8,Iramella
466,9,RageCandyBar
467,1,べにいろのたま
467,5,Orbe Rouge
467,6,Rote Kugel
467,7,Esfera Roja
467,8,Sfera Rossa
467,9,Red Orb
468,1,あいいろのたま
468,5,Orbe Bleu
468,6,Blaue Kugel
468,7,Esfera Azul
468,8,Sfera Blu
468,9,Blue Orb
469,1,もえぎいろのたま
469,5,Orbe Vert
469,6,Grüne Kugel
469,7,Esfera Verde
469,8,Sfera Verde
469,9,Jade Orb
470,1,なぞのすいしょう
470,5,Mystécristal
470,6,Mytokristall
470,7,Misticristal
470,8,Misticristal
470,9,Enigma Stone
471,1,アンノーンノート
471,5,Carnet Zarbi
471,6,Icognitoheft
471,7,Bloc Unown
471,8,UnownBloc
471,9,Unown Report
472,1,ブルーカード
472,5,Carte Bleue
472,6,Blaue Karte
472,7,Tarjeta Azul
472,8,Carta Blu
472,9,Blue Card
473,1,おいしいシッポ
473,5,Queueramolos
473,6,Flegmon-Rute
473,7,Colaslowpoke
473,8,Codaslowpoke
473,9,SlowpokeTail
474,1,とうめいなスズ
474,5,Glas Transp.
474,6,Klarglocke
474,7,Camp. Clara
474,8,Campana Chiara
474,9,Clear Bell
475,1,カードキー
475,5,Carte Magn.
475,6,Türöffner
475,7,Ll.Magnética
475,8,Apriporta
475,9,Card Key
476,1,ちかのかぎ
476,5,Clé Sous-Sol
476,6,Kelleröffner
476,7,Ll. Sótano
476,8,Chiave Sott.
476,9,Basement Key
477,1,あかいウロコ
477,5,Écaillerouge
477,6,Rote Haut
477,7,Escama Roja
477,8,Squama Rossa
477,9,Red Scale
478,1,おとしもの
478,5,Objet perdu
478,6,Fundsache
478,7,Obj. Perdido
478,8,Strum. perso
478,9,Lost Item
479,1,リニアパス
479,5,Passe Train
479,6,Fahrschein
479,7,Magnetopase
479,8,Superpass
479,9,Pass
480,1,きかいのぶひん
480,5,Partie Mach.
480,6,Spule
480,7,Maquinaria
480,8,Pezzo macch.
480,9,Machine Part
481,1,ぎんいろのはね
481,5,Argent'Aile
481,6,Silberflügel
481,7,Ala Plateada
481,8,Aladargento
481,9,Silver Wing
482,1,にじいろのはね
482,5,Arcenci'Aile
482,6,Buntschwinge
482,7,Ala Arcoíris
482,8,Ala d'Iride
482,9,Rainbow Wing
483,1,ふしぎなタマゴ
483,5,Œuf Mystère
483,6,Rätsel-Ei
483,7,Huevo Mist
483,8,Uovo Mistero
483,9,Mystery Egg
484,1,ＧＢプレイヤー
484,5,Lecteur GB
484,6,GB-Player
484,7,Lector GB
484,8,Lettore GB
484,9,GB Sounds
485,1,うみなりのスズ
485,5,Glas Tempête
485,6,Gischtglocke
485,7,Camp. Oleaje
485,8,Campana Onda
485,9,Tidal Bell
486,1,データカード０１
486,5,Carte Mémo01
486,6,Datenkarte01
486,7,T. Datos 01
486,8,Sch. Dati 01
486,9,Data Card 01
487,1,データカード０２
487,5,Carte Mémo02
487,6,Datenkarte02
487,7,T. Datos 02
487,8,Sch. Dati 02
487,9,Data Card 02
488,1,データカード０３
488,5,Carte Mémo03
488,6,Datenkarte03
488,7,T. Datos 03
488,8,Sch. Dati 03
488,9,Data Card 03
489,1,データカード０４
489,5,Carte Mémo04
489,6,Datenkarte04
489,7,T. Datos 04
489,8,Sch. Dati 04
489,9,Data Card 04
490,1,データカード０５
490,5,Carte Mémo05
490,6,Datenkarte05
490,7,T. Datos 05
490,8,Sch. Dati 05
490,9,Data Card 05
491,1,データカード０６
491,5,Carte Mémo06
491,6,Datenkarte06
491,7,T. Datos 06
491,8,Sch. Dati 06
491,9,Data Card 06
492,1,データカード０７
492,5,Carte Mémo07
492,6,Datenkarte07
492,7,T. Datos 07
492,8,Sch. Dati 07
492,9,Data Card 07
493,1,データカード０８
493,5,Carte Mémo08
493,6,Datenkarte08
493,7,T. Datos 08
493,8,Sch. Dati 08
493,9,Data Card 08
494,1,データカード０９
494,5,Carte Mémo09
494,6,Datenkarte09
494,7,T. Datos 09
494,8,Sch. Dati 09
494,9,Data Card 09
495,1,データカード１０
495,5,Carte Mémo10
495,6,Datenkarte10
495,7,T. Datos 10
495,8,Sch. Dati 10
495,9,Data Card 10
496,1,データカード１１
496,5,Carte Mémo11
496,6,Datenkarte11
496,7,T. Datos 11
496,8,Sch. Dati 11
496,9,Data Card 11
497,1,データカード１２
497,5,Carte Mémo12
497,6,Datenkarte12
497,7,T. Datos 12
497,8,Sch. Dati 12
497,9,Data Card 12
498,1,データカード１３
498,5,Carte Mémo13
498,6,Datenkarte13
498,7,T. Datos 13
498,8,Sch. Dati 13
498,9,Data Card 13
499,1,データカード１４
499,5,Carte Mémo14
499,6,Datenkarte14
499,7,T. Datos 14
499,8,Sch. Dati 14
499,9,Data Card 14
500,1,データカード１５
500,5,Carte Mémo15
500,6,Datenkarte15
500,7,T. Datos 15
500,8,Sch. Dati 15
500,9,Data Card 15
501,1,データカード１６
501,5,Carte Mémo16
501,6,Datenkarte16
501,7,T. Datos 16
501,8,Sch. Dati 16
501,9,Data Card 16
502,1,データカード１７
502,5,Carte Mémo17
502,6,Datenkarte17
502,7,T. Datos 17
502,8,Sch. Dati 17
502,9,Data Card 17
503,1,データカード１８
503,5,Carte Mémo18
503,6,Datenkarte18
503,7,T. Datos 18
503,8,Sch. Dati 18
503,9,Data Card 18
504,1,データカード１９
504,5,Carte Mémo19
504,6,Datenkarte19
504,7,T. Datos 19
504,8,Sch. Dati 19
504,9,Data Card 19
505,1,データカード２０
505,5,Carte Mémo20
505,6,Datenkarte20
505,7,T. Datos 20
505,8,Sch. Dati 20
505,9,Data Card 20
506,1,データカード２１
506,5,Carte Mémo21
506,6,Datenkarte21
506,7,T. Datos 21
506,8,Sch. Dati 21
506,9,Data Card 21
507,1,データカード２２
507,5,Carte Mémo22
507,6,Datenkarte22
507,7,T. Datos 22
507,8,Sch. Dati 22
507,9,Data Card 22
508,1,データカード２３
508,5,Carte Mémo23
508,6,Datenkarte23
508,7,T. Datos 23
508,8,Sch. Dati 23
508,9,Data Card 23
509,1,データカード２４
509,5,Carte Mémo24
509,6,Datenkarte24
509,7,T. Datos 24
509,8,Sch. Dati 24
509,9,Data Card 24
510,1,データカード２５
510,5,Carte Mémo25
510,6,Datenkarte25
510,7,T. Datos 25
510,8,Sch. Dati 25
510,9,Data Card 25
511,1,データカード２６
511,5,Carte Mémo26
511,6,Datenkarte26
511,7,T. Datos 26
511,8,Sch. Dati 26
511,9,Data Card 26
512,1,データカード２７
512,5,Carte Mémo27
512,6,Datenkarte27
512,7,T. Datos 27
512,8,Sch. Dati 27
512,9,Data Card 27
513,1,ロックカプセル
513,5,Poké Écrin
513,6,Tresorkapsel
513,7,Cáp. Candado
513,8,Cap. Scrigno
513,9,Lock Capsule
514,1,フォトアルバム
514,5,Album Photo
514,6,Fotoalbum
514,7,Álbum
514,8,Album
514,9,Photo Album
515,1,オレンジメール
515,5,Lettre Oranj
515,6,Zigzagbrief
515,7,Car. Naranja
515,8,Mess. Agrume
515,9,Orange Mail
516,1,ハーバーメール
516,5,Lettre Port
516,6,Hafenbrief
516,7,Carta Puerto
516,8,Mess. Porto
516,9,Harbor Mail
517,1,キラキラメール
517,5,Lettre Brill
517,6,Glitzerbrief
517,7,Carta Brillo
517,8,Mess. Luci
517,9,Glitter Mail
518,1,メカニカルメール
518,5,Lettre Méca
518,6,Eilbrief
518,7,Carta Imán
518,8,Mess. Tecno
518,9,Mech Mail
519,1,ウッディメール
519,5,Lettre Bois
519,6,Waldbrief
519,7,Carta Madera
519,8,Mess. Bosco
519,9,Wood Mail
520,1,クロスメール
520,5,Lettre Vague
520,6,Wellenbrief
520,7,Carta Ola
520,8,Mess. Onda
520,9,Wave Mail
521,1,トレジャーメール
521,5,Lettre Bulle
521,6,Perlenbrief
521,7,Carta Imagen
521,8,Mess. Perle
521,9,Bead Mail
522,1,シャドーメール
522,5,Lettre Ombre
522,6,Dunkelbrief
522,7,Carta Sombra
522,8,Mess. Ombra
522,9,Shadow Mail
523,1,トロピカルメール
523,5,Lettre Tropi
523,6,Tropenbrief
523,7,Car. Tropic.
523,8,Mess. Tropic
523,9,Tropic Mail
524,1,ドリームメール
524,5,Lettre Songe
524,6,Traumbrief
524,7,Carta Sueño
524,8,Mess. Sogno
524,9,Dream Mail
525,1,ミラクルメール
525,5,Lettre Cool
525,6,Edelbrief
525,7,Carta Fab.
525,8,Mess. Lusso
525,9,Fab Mail
526,1,レトロメール
526,5,Lettre Retro
526,6,Retrobrief
526,7,Carta Retro.
526,8,Mess. Rétro
526,9,Retro Mail
527,1,マッハじてんしゃ
527,5,Vélo Course
527,6,Eilrad
527,7,Bici Carrera
527,8,Bici Corsa
527,9,Mach Bike
528,1,ダートじてんしゃ
528,5,Vélo Cross
528,6,Kunstrad
528,7,Bici Acrob.
528,8,Bici Cross
528,9,Acro Bike
529,1,ホエルコじょうろ
529,5,Seau Wailmer
529,6,Wailmerkanne
529,7,Cubo Wailmer
529,8,Vaso Wailmer
529,9,Wailmer Pail
530,1,デボンのにもつ
530,5,Pack Devon
530,6,Devon-Waren
530,7,Piezas Devon
530,8,Merce Devon
530,9,Devon Goods
531,1,はいぶくろ
531,5,Sac à Suie
531,6,Aschetasche
531,7,Saco Hollín
531,8,Sacco Cenere
531,9,Soot Sack
532,1,ポロックケース
532,5,Boîte Pokéblocs
532,6,Pokériegelbox
532,7,Tubo Pokécubos
532,8,PortaPokémelle
532,9,Pokéblock Case
533,1,ダイゴへのてがみ
533,5,Lettre
533,6,Brief
533,7,Carta
533,8,Lettera
533,9,Letter
534,1,むげんのチケット
534,5,Passe Éon
534,6,Äon-Ticket
534,7,Ticket Eón
534,8,Bigl. Eone
534,9,Eon Ticket
535,1,たんちき
535,5,Scanner
535,6,Scanner
535,7,Escáner
535,8,Scanner
535,9,Scanner
536,1,ゴーゴーゴーグル
536,5,Lunet. Sable
536,6,Wüstenglas
536,7,Gaf. Aislan.
536,8,Occhialoni
536,9,Go-Goggles
537,1,いんせき
537,5,Météorite
537,6,Meteorit
537,7,Meteorito
537,8,Meteorite
537,9,Meteorite
538,1,１ごうしつのカギ
538,5,Clé Salle 1
538,6,K1-Schlüssel
538,7,Ll. Cabina 1
538,8,Chiave Cab.1
538,9,Rm. 1 Key
